id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
11326,47.48,Tops,Cotton T-Shirt,Puma,209.03,Women,CB-75581523,2
11327,68.2,Plus,Optional client-driven throughput,Puma,160.69,Men,vl-65005506,4
11328,95.69,Jeans,Regular Fit Jeans,H&M,221.86,Women,eD-67138973,4
11329,37.05,Plus,Exclusive 6thgeneration infrastructure,Gap,117.58,Men,wL-67924107,7
11330,9.39,Tops,Cotton T-Shirt,Gap,23.8,Women,gs-13049796,3
11331,90.0,Tops,Cotton T-Shirt,Calvin Klein,376.44,Women,zP-11211024,10
11332,50.97,Pants,Ameliorated homogeneous open system,Nike,194.63,Men,hu-98681667,9
11333,47.91,Outerwear & Coats,Cross-group zero-defect system engine,MG,190.37,Women,tQ-36760591,3
11334,43.92,Sweaters,Fundamental web-enabled portal,Adidas,128.43,Men,tu-87179385,1
11335,84.45,Jeans,Regular Fit Jeans,Calvin Klein,181.53,Women,LI-69087633,4
11336,1.14,Pants,Organic explicit time-frame,Adidas,2.27,Men,fJ-38738719,7
11337,82.91,Pants,Operative non-volatile archive,Nike,166.38,Women,Pe-38214244,8
11338,22.22,Jeans,High Rise Jeans,Puma,87.07,Men,wM-80960322,6
11339,52.1,Outerwear & Coats,Re-engineered even-keeled core,H&M,95.48,Men,iA-52597831,9
11340,57.65,Plus,De-engineered solution-oriented hub,Adidas,221.53,Women,iL-92318267,3
11341,84.56,Sweaters,Cross-platform multi-tasking function,Tommy Hilfiger,164.16,Men,Nn-60714155,10
11342,71.31,Plus,Multi-lateral coherent ability,H&M,282.83,Men,CS-35783014,1
11343,14.99,Tops,Cotton T-Shirt,Puma,62.68,Women,yB-73339529,4
11344,60.35,Pants,Intuitive radical superstructure,Tommy Hilfiger,174.59,Men,Vp-84011952,6
11345,71.38,Pants,Enhanced asymmetric function,MG,155.88,Women,wq-70691778,6
11346,88.02,Sweaters,Fundamental bi-directional Graphical User Interface,Calvin Klein,328.92,Men,Yz-06768725,9
11347,46.74,Plus,Adaptive foreground intranet,Adidas,134.09,Women,Hc-81378307,6
11348,36.86,Jeans,Skinny Jeans,Adidas,69.16,Men,YL-34079445,7
11349,35.74,Sweaters,Universal composite algorithm,Gap,107.49,Women,eY-31907289,10
11350,38.05,Tops,Polo Shirt,Adidas,117.31,Men,OB-36594976,6
11351,60.95,Plus,Face-to-face dedicated support,MG,180.19,Women,fI-04449228,5
11352,6.55,Outerwear & Coats,Balanced system-worthy complexity,Gap,18.68,Women,gS-54417764,7
11353,76.79,Tops,Polo Shirt,MG,194.53,Men,bd-29974044,8
11354,98.38,Plus,Synergistic national secured line,Nike,327.08,Women,AZ-56630899,4
11355,58.18,Outerwear & Coats,Down-sized tertiary array,Calvin Klein,246.33,Women,br-82199010,7
11356,18.52,Outerwear & Coats,Automated client-server protocol,MG,62.01,Women,rZ-72437750,4
11357,39.97,Tops,Long Sleeve Shirt,Gap,131.91,Women,kU-93350262,9
11358,77.21,Accessories,Washed Canvas Ivy Hat,Levi's,319.87,Men,WL-69444823,4
11359,33.29,Tops,Polo Shirt,H&M,87.39,Women,LO-95263908,3
11360,45.94,Outerwear & Coats,Vision-oriented content-based solution,Puma,152.16,Men,JI-64406423,1
11361,37.34,Accessories,Low Profile Dyed Cap,Puma,155.05,Men,OS-92108599,1
11362,81.82,Jeans,Skinny Jeans,Nike,339.45,Women,hq-17851466,9
11363,9.06,Plus,Fully-configurable grid-enabled success,Levi's,34.7,Women,pl-13934470,3
11364,47.33,Pants,Persistent didactic Internet solution,Levi's,195.11,Men,eG-58787423,5
11365,63.65,Plus,Self-enabling 6thgeneration architecture,Adidas,162.11,Men,Wa-16833559,8
11366,14.32,Tops,Long Sleeve Shirt,Tommy Hilfiger,52.84,Men,Js-57142156,6
11367,49.03,Plus,Triple-buffered directional archive,Adidas,162.5,Men,ol-20454620,1
11368,4.61,Pants,Public-key real-time concept,Gap,19.11,Women,ba-58765559,1
11369,3.71,Accessories,Enzyme Regular Scarf,Calvin Klein,11.9,Women,UU-98702866,5
11370,67.87,Plus,Face-to-face optimizing secured line,Puma,187.3,Women,iM-08798052,10
11371,32.17,Accessories,Enzyme Regular Scarf,Puma,96.89,Women,xL-92094409,7
11372,18.15,Sweaters,Function-based needs-based open architecture,Nike,70.02,Women,yl-27642950,6
11373,49.95,Tops,V-Neck Top,MG,116.04,Men,Gp-26018818,1
11374,51.84,Outerwear & Coats,Synchronized bottom-line pricing structure,Calvin Klein,218.0,Women,Mb-54067881,5
11375,45.15,Pants,Upgradable content-based model,Gap,101.17,Women,hf-23328881,9
11376,20.67,Accessories,4 Panel Large Bill Cap,Levi's,42.39,Men,Jh-29464555,5
11377,24.24,Tops,Long Sleeve Shirt,H&M,70.35,Women,Uy-56050237,5
11378,45.81,Outerwear & Coats,Ameliorated incremental functionalities,H&M,99.02,Men,ar-45418137,10
11379,2.46,Pants,Persistent systemic firmware,Levi's,10.81,Men,Ee-60489405,1
11380,6.48,Plus,Cloned didactic throughput,MG,21.59,Women,Rc-05241907,3
11381,70.45,Outerwear & Coats,Reverse-engineered global frame,Calvin Klein,132.39,Women,ZC-02468285,8
11382,97.48,Plus,Cross-group executive parallelism,H&M,177.2,Men,OF-34182834,9
11383,16.13,Tops,V-Neck Top,Gap,46.71,Women,xr-67932889,7
11384,36.32,Tops,Cotton T-Shirt,Puma,77.28,Men,CS-43052033,9
11385,15.34,Outerwear & Coats,Streamlined disintermediate superstructure,Levi's,65.42,Men,na-26125685,8
11386,54.97,Sweaters,Cloned bifurcated initiative,MG,126.55,Women,Ib-21545611,3
11387,16.0,Sweaters,Re-contextualized 5thgeneration pricing structure,H&M,64.84,Women,kT-00496351,8
11388,28.11,Outerwear & Coats,Quality-focused neutral concept,Puma,123.92,Women,hp-47239440,7
11389,37.22,Sweaters,Fully-configurable motivating matrix,Adidas,138.69,Men,vN-90076544,2
11390,26.44,Accessories,Washed Canvas Ivy Hat,Calvin Klein,72.86,Men,OX-27544939,7
11391,67.21,Sweaters,Inverse systematic adapter,Calvin Klein,209.18,Men,Wb-15331065,4
11392,6.08,Accessories,Washed Canvas Ivy Hat,Calvin Klein,26.33,Women,fO-60726606,2
11393,6.93,Tops,Long Sleeve Shirt,Puma,24.22,Women,vA-27110804,6
11394,10.42,Plus,Re-contextualized tangible toolset,Tommy Hilfiger,44.67,Women,BC-73642961,9
11395,62.07,Tops,Polo Shirt,Gap,221.99,Women,Kt-83586081,5
11396,5.4,Jeans,Regular Fit Jeans,H&M,18.55,Women,dn-29257243,2
11397,79.52,Sweaters,Horizontal next generation process improvement,H&M,147.61,Men,TU-92774931,1
11398,28.13,Tops,V-Neck Top,Calvin Klein,110.81,Women,DT-45063067,5
11399,19.45,Plus,Customizable multimedia array,Nike,74.34,Men,nh-38305970,8
11400,17.32,Tops,Polo Shirt,Adidas,44.57,Women,QJ-54973248,4
11401,74.3,Outerwear & Coats,Re-engineered bottom-line archive,Puma,300.68,Women,MM-99748564,9
11402,18.47,Tops,V-Neck Top,H&M,48.08,Men,WS-71786704,2
11403,18.47,Accessories,Enzyme Regular Scarf,Adidas,53.09,Women,yA-34472336,5
11404,38.45,Pants,Advanced well-modulated complexity,Adidas,151.83,Women,rW-64395308,8
11405,52.85,Sweaters,Monitored object-oriented architecture,Calvin Klein,164.95,Men,Da-95586594,5
11406,41.67,Plus,Re-contextualized needs-based forecast,Levi's,149.61,Women,Qx-24490741,1
11407,66.05,Pants,Implemented global knowledge user,Levi's,217.52,Men,ur-02022435,4
11408,14.07,Plus,Virtual 5thgeneration policy,Calvin Klein,57.48,Women,nq-59622383,10
11409,79.07,Pants,Inverse multi-state toolset,Calvin Klein,148.38,Men,KL-24597661,2
11410,98.09,Pants,Vision-oriented 24hour capability,Puma,344.09,Women,OW-07843548,1
11411,80.75,Jeans,High Rise Jeans,H&M,263.05,Men,sz-04628248,7
11412,64.6,Pants,Down-sized incremental knowledgebase,Levi's,275.01,Women,oR-59512648,4
11413,78.08,Plus,Configurable upward-trending frame,Gap,334.84,Men,ej-32852295,10
11414,53.59,Sweaters,Streamlined full-range interface,Levi's,134.57,Women,Gr-10451834,10
11415,2.11,Jeans,Regular Fit Jeans,Levi's,8.71,Men,wv-17144217,8
11416,45.56,Tops,Long Sleeve Shirt,Puma,132.66,Men,JA-67782005,4
11417,16.52,Outerwear & Coats,Persistent mission-critical standardization,Puma,55.69,Men,de-39046250,10
11418,55.16,Accessories,Washed Canvas Ivy Hat,Puma,130.62,Women,vb-80583663,10
11419,56.03,Pants,Cross-group heuristic functionalities,Levi's,144.36,Women,Ot-94750374,8
11420,42.97,Outerwear & Coats,Front-line didactic access,Levi's,82.21,Men,OC-95885438,2
11421,45.09,Tops,Polo Shirt,Adidas,158.91,Women,ee-97107170,3
11422,53.63,Plus,Enterprise-wide dynamic interface,MG,152.37,Men,qg-56797152,10
11423,23.54,Sweaters,Public-key clear-thinking projection,Adidas,102.97,Women,GT-32613860,8
11424,72.13,Outerwear & Coats,Cross-platform neutral Graphical User Interface,MG,145.29,Men,tW-14486150,2
11425,6.57,Plus,Centralized next generation frame,Calvin Klein,16.15,Women,So-08081803,4
11426,25.66,Outerwear & Coats,Profound executive groupware,Puma,104.23,Men,Tq-73253267,6
11427,20.2,Jeans,Regular Fit Jeans,Levi's,74.51,Men,GL-56950849,10
11428,83.21,Sweaters,Switchable multi-tasking methodology,Calvin Klein,223.21,Men,Xw-02587875,1
11429,44.43,Pants,Right-sized explicit orchestration,Nike,182.73,Women,gI-66312668,10
11430,41.53,Sweaters,Operative well-modulated customer loyalty,Tommy Hilfiger,90.09,Women,SD-94816075,1
11431,95.75,Sweaters,Re-engineered transitional portal,Nike,201.6,Women,Rg-21803583,7
11432,1.3,Pants,Ameliorated modular definition,H&M,3.55,Men,Bv-96078229,10
11433,3.78,Pants,Virtual user-facing intranet,Nike,14.24,Men,kO-59082227,9
11434,85.71,Jeans,Bootcut Jeans,Tommy Hilfiger,244.29,Women,MK-53026272,1
11435,84.14,Accessories,4 Panel Large Bill Cap,Puma,186.83,Women,iO-96528111,5
11436,52.45,Jeans,High Rise Jeans,Nike,139.77,Women,tP-25491132,8
11437,35.94,Tops,Cotton T-Shirt,Nike,150.56,Men,uC-86333374,2
11438,65.06,Jeans,High Rise Jeans,Puma,274.54,Men,tM-72958944,10
11439,81.47,Tops,V-Neck Top,Calvin Klein,331.92,Men,cG-17301052,10
11440,13.69,Pants,Team-oriented intangible customer loyalty,Gap,27.32,Men,ap-88481320,9
11441,7.99,Jeans,Regular Fit Jeans,Levi's,17.14,Men,RO-78537472,1
11442,27.09,Sweaters,Integrated demand-driven matrix,H&M,117.12,Men,KH-81070021,5
11443,71.41,Plus,Profit-focused scalable functionalities,MG,198.67,Women,dw-93628835,5
11444,3.44,Sweaters,Up-sized multi-tasking data-warehouse,Calvin Klein,10.63,Women,Db-06588210,3
11445,88.2,Pants,Optional solution-oriented algorithm,Calvin Klein,348.94,Women,gc-99509012,2
11446,69.48,Pants,Organic demand-driven policy,MG,130.76,Men,gy-76197485,9
11447,88.63,Pants,Synergized bandwidth-monitored product,Gap,226.05,Women,Xx-31872694,2
11448,81.34,Outerwear & Coats,User-friendly 24/7 methodology,Tommy Hilfiger,259.59,Men,ON-19034037,7
11449,9.23,Plus,Assimilated real-time knowledgebase,Levi's,25.53,Women,ra-15591499,10
11450,7.38,Outerwear & Coats,Intuitive neutral instruction set,Levi's,28.5,Women,IW-44970021,2
11451,83.66,Accessories,Enzyme Regular Scarf,Puma,199.74,Women,FT-61140135,9
11452,53.78,Sweaters,Down-sized web-enabled artificial intelligence,Nike,211.13,Women,sm-71400268,7
11453,8.8,Plus,Centralized secondary intranet,Gap,21.24,Men,nD-52101387,3
11454,35.01,Outerwear & Coats,Compatible bottom-line moratorium,Levi's,154.77,Men,CQ-48927348,2
11455,38.0,Sweaters,Face-to-face radical product,Tommy Hilfiger,154.59,Men,zW-83822494,10
11456,92.08,Sweaters,Switchable solution-oriented interface,Tommy Hilfiger,338.34,Women,Fc-75777609,1
11457,85.94,Pants,Robust modular hardware,Gap,344.26,Men,Mp-81680191,1
11458,9.2,Jeans,Skinny Jeans,MG,38.22,Men,rT-37766186,6
11459,14.09,Pants,Networked next generation intranet,MG,33.69,Women,Jx-19562302,6
11460,27.67,Tops,V-Neck Top,Tommy Hilfiger,112.97,Men,Hk-38141670,6
11461,33.12,Outerwear & Coats,Devolved disintermediate customer loyalty,MG,69.84,Women,nk-17095968,10
11462,53.43,Accessories,Low Profile Dyed Cap,Puma,184.68,Women,we-80259319,5
11463,61.96,Jeans,High Rise Jeans,Puma,198.26,Women,hY-08723851,1
11464,96.12,Sweaters,Object-based 5thgeneration data-warehouse,Tommy Hilfiger,357.49,Men,Az-61367855,8
11465,72.22,Accessories,Washed Canvas Ivy Hat,Calvin Klein,147.1,Men,dd-12365469,6
11466,52.18,Sweaters,Monitored clear-thinking help-desk,MG,226.91,Men,jK-69248872,4
11467,28.65,Jeans,Bootcut Jeans,MG,113.07,Women,Td-85553625,4
11468,15.89,Pants,Focused dedicated definition,Calvin Klein,41.03,Women,sj-85081483,8
11469,44.88,Plus,Up-sized 6thgeneration infrastructure,MG,164.02,Women,UJ-19236521,6
11470,80.91,Accessories,Enzyme Regular Scarf,Nike,214.39,Women,ao-09124227,2
11471,72.54,Outerwear & Coats,Multi-lateral 6thgeneration artificial intelligence,Calvin Klein,172.21,Women,wW-15807114,4
11472,7.43,Accessories,4 Panel Large Bill Cap,Adidas,24.4,Women,KZ-67869968,7
11473,94.41,Sweaters,Enhanced tangible paradigm,Nike,264.12,Men,ij-03794800,10
11474,7.89,Plus,Secured 3rdgeneration encoding,Adidas,34.92,Men,kh-87722555,1
11475,62.0,Plus,Robust holistic toolset,H&M,224.28,Women,Yp-42073846,7
11476,95.29,Jeans,High Rise Jeans,Adidas,281.59,Women,uT-83475864,7
11477,45.49,Sweaters,Open-source dynamic process improvement,Levi's,124.8,Women,Ys-41119213,5
11478,51.46,Outerwear & Coats,Multi-channeled disintermediate forecast,Puma,187.2,Women,JO-31422238,3
11479,51.29,Plus,Profound attitude-oriented adapter,Gap,201.98,Men,BC-05999961,10
11480,90.23,Tops,Cotton T-Shirt,Adidas,245.86,Women,dH-03134643,1
11481,3.49,Plus,Balanced user-facing solution,Gap,12.84,Women,HF-57216687,9
11482,97.06,Outerwear & Coats,Synchronized tertiary website,Calvin Klein,328.99,Men,bD-27196958,5
11483,85.65,Accessories,Enzyme Regular Scarf,Adidas,272.39,Women,pS-70604393,2
11484,10.42,Pants,Organized leadingedge circuit,Tommy Hilfiger,20.09,Men,mM-40872311,2
11485,28.17,Plus,Balanced analyzing open system,H&M,85.56,Men,On-37958818,7
11486,40.45,Tops,Polo Shirt,H&M,168.39,Women,fP-43760718,1
11487,83.66,Outerwear & Coats,Expanded contextually-based functionalities,MG,190.09,Women,Tw-69731172,3
11488,79.74,Sweaters,Total user-facing encryption,H&M,152.41,Men,Gd-57677796,5
11489,93.34,Plus,Organized dynamic firmware,H&M,328.16,Women,cW-20592168,5
11490,40.67,Plus,Fundamental grid-enabled website,Gap,175.48,Women,pn-59727240,8
11491,59.51,Tops,Polo Shirt,Tommy Hilfiger,165.76,Women,DG-46834074,7
11492,26.54,Tops,Long Sleeve Shirt,Puma,69.94,Women,lu-37787583,6
11493,12.52,Tops,Long Sleeve Shirt,Nike,44.59,Women,zX-48962806,1
11494,16.97,Jeans,Skinny Jeans,Adidas,58.02,Men,Wv-50227806,10
11495,8.4,Outerwear & Coats,Horizontal static workforce,Puma,36.95,Women,Oq-11093592,10
11496,44.09,Accessories,Enzyme Regular Scarf,Levi's,160.87,Men,Pt-81929737,1
11497,35.32,Jeans,High Rise Jeans,Nike,103.67,Women,GQ-09995656,9
11498,89.58,Plus,Seamless solution-oriented middleware,Nike,260.28,Women,Sf-22228034,10
11499,81.94,Plus,Public-key systemic structure,Levi's,188.6,Women,xn-14577643,10
11500,37.9,Tops,Polo Shirt,Gap,108.95,Men,Nw-19943713,8
11501,63.75,Accessories,Enzyme Regular Scarf,Nike,261.68,Men,wL-89156248,7
11502,6.07,Sweaters,Fully-configurable maximized workforce,Tommy Hilfiger,11.95,Women,wK-76181688,2
11503,36.09,Plus,Horizontal foreground projection,Tommy Hilfiger,72.03,Men,Be-46806370,5
11504,2.82,Sweaters,Sharable systematic hardware,H&M,11.6,Men,Xq-38995657,6
11505,12.01,Sweaters,Face-to-face mobile infrastructure,Adidas,47.97,Women,uU-61743937,8
11506,44.05,Pants,User-centric explicit throughput,Levi's,108.97,Women,EW-60369378,9
11507,95.81,Tops,V-Neck Top,Gap,411.67,Women,jp-63529597,1
11508,5.52,Outerwear & Coats,Multi-channeled grid-enabled intranet,Tommy Hilfiger,23.53,Women,vI-52279372,10
11509,33.62,Plus,Up-sized systematic application,Levi's,147.78,Men,rv-74509382,4
11510,60.29,Sweaters,Advanced local monitoring,Adidas,191.21,Women,YJ-45689654,9
11511,12.15,Accessories,Low Profile Dyed Cap,MG,49.34,Women,gm-52838547,8
11512,27.07,Pants,Polarized stable parallelism,MG,88.24,Women,Fy-61521326,6
11513,61.92,Outerwear & Coats,Vision-oriented 24/7 info-mediaries,MG,131.95,Women,Dy-75827007,9
11514,17.74,Outerwear & Coats,Innovative optimizing model,Levi's,69.51,Women,Da-58352025,1
11515,6.19,Plus,Function-based composite service-desk,Adidas,20.88,Men,Kt-50696015,3
11516,3.52,Accessories,Washed Canvas Ivy Hat,Calvin Klein,6.72,Women,cS-53038464,1
11517,54.8,Accessories,4 Panel Large Bill Cap,Calvin Klein,230.59,Women,xi-85518252,9
11518,5.22,Jeans,Bootcut Jeans,Gap,16.96,Women,gt-64878582,5
11519,47.72,Plus,Mandatory dynamic encryption,MG,191.5,Men,LU-12252333,10
11520,69.24,Tops,Long Sleeve Shirt,Calvin Klein,302.62,Men,ed-78978457,10
11521,11.66,Plus,Intuitive tertiary portal,H&M,30.31,Men,ji-79876896,8
11522,13.82,Pants,Fully-configurable content-based contingency,Nike,35.78,Men,vT-37153925,1
11523,36.97,Tops,Cotton T-Shirt,Tommy Hilfiger,77.36,Men,TD-89117169,6
11524,88.08,Outerwear & Coats,Programmable client-driven attitude,Adidas,344.74,Women,zm-13931338,7
11525,43.19,Sweaters,Switchable discrete solution,Levi's,111.11,Women,Cc-62603437,3
11526,23.5,Outerwear & Coats,Function-based actuating toolset,Levi's,103.59,Women,Fa-81554576,6
11527,72.23,Outerwear & Coats,Cross-platform zero-defect function,H&M,198.32,Women,lH-26092665,2
11528,23.76,Sweaters,Versatile real-time focus group,Adidas,76.15,Women,rv-81207978,3
11529,98.0,Tops,Polo Shirt,Gap,386.21,Men,ra-46963241,10
11530,53.82,Accessories,Enzyme Regular Scarf,Levi's,108.22,Men,Jy-65351396,1
11531,27.69,Jeans,Regular Fit Jeans,Tommy Hilfiger,70.51,Men,OV-50945443,3
11532,99.26,Accessories,Low Profile Dyed Cap,Puma,311.98,Women,Vb-01207173,1
11533,60.88,Tops,Cotton T-Shirt,Nike,167.5,Men,UV-28436278,3
11534,69.86,Tops,V-Neck Top,Gap,153.56,Men,ep-23538152,6
11535,89.47,Jeans,Skinny Jeans,Levi's,392.5,Men,RI-45550819,7
11536,44.43,Tops,Cotton T-Shirt,Calvin Klein,116.26,Women,DL-05019702,7
11537,20.95,Accessories,Low Profile Dyed Cap,Calvin Klein,79.15,Men,Nq-52440995,9
11538,68.31,Pants,Reverse-engineered user-facing software,MG,300.51,Men,TE-08273645,3
11539,37.73,Jeans,Bootcut Jeans,Tommy Hilfiger,139.9,Women,Rh-65254714,2
11540,93.03,Outerwear & Coats,Ameliorated zero administration array,Levi's,395.29,Women,mL-38878451,6
11541,82.22,Pants,Sharable client-server standardization,Puma,291.57,Women,kt-67949076,5
11542,36.35,Plus,Assimilated heuristic encoding,Adidas,113.49,Men,er-37503988,9
11543,36.44,Pants,Compatible optimizing parallelism,Gap,112.05,Women,id-75025880,2
11544,57.72,Pants,Right-sized bi-directional Internet solution,Gap,182.47,Men,qU-99864062,6
11545,37.27,Sweaters,Team-oriented grid-enabled firmware,Calvin Klein,97.25,Men,Do-27094184,8
11546,63.37,Outerwear & Coats,Face-to-face grid-enabled portal,Puma,143.2,Men,Az-60817467,6
11547,83.37,Tops,Cotton T-Shirt,Nike,366.44,Men,vf-33726802,4
11548,35.34,Pants,Innovative zero-defect conglomeration,H&M,131.85,Women,wX-76371185,4
11549,57.0,Tops,Polo Shirt,MG,217.51,Women,MS-06362297,10
11550,59.46,Outerwear & Coats,Open-source multimedia success,Tommy Hilfiger,171.24,Women,fD-64134696,6
11551,83.28,Plus,Stand-alone dedicated customer loyalty,Adidas,241.63,Women,Lm-49927531,6
11552,92.39,Accessories,Low Profile Dyed Cap,Adidas,404.42,Men,bX-41875262,1
11553,34.33,Pants,Inverse 6thgeneration time-frame,Nike,147.72,Men,yJ-51654895,4
11554,79.83,Sweaters,Cloned holistic throughput,Adidas,216.29,Men,nk-10852048,9
11555,79.29,Accessories,Enzyme Regular Scarf,Adidas,205.94,Women,jC-95487588,8
11556,59.95,Sweaters,Ameliorated fresh-thinking secured line,MG,130.62,Men,SG-93555690,8
11557,81.63,Accessories,Enzyme Regular Scarf,Adidas,264.01,Men,ZJ-53632693,3
11558,49.06,Accessories,Low Profile Dyed Cap,H&M,210.22,Women,xQ-35000904,7
11559,80.73,Pants,De-engineered 3rdgeneration array,H&M,146.91,Women,ih-45388221,9
11560,11.51,Sweaters,Object-based content-based superstructure,Adidas,27.62,Women,XO-23197389,1
11561,48.32,Accessories,Washed Canvas Ivy Hat,Levi's,124.89,Men,mD-12253963,3
11562,37.85,Jeans,High Rise Jeans,Puma,122.45,Women,xY-27037339,10
11563,5.53,Jeans,High Rise Jeans,Adidas,23.33,Men,Is-38051707,8
11564,47.92,Pants,Customizable maximized migration,Puma,91.73,Women,Pj-34219168,6
11565,72.17,Outerwear & Coats,Polarized clear-thinking policy,MG,156.08,Women,YF-70788114,9
11566,67.47,Jeans,Skinny Jeans,Gap,236.89,Men,Cz-46309929,9
11567,61.58,Outerwear & Coats,Multi-layered asymmetric orchestration,Adidas,112.72,Women,hd-05677066,7
11568,67.68,Outerwear & Coats,Team-oriented fresh-thinking time-frame,Nike,123.42,Men,XC-82816608,2
11569,91.33,Tops,Cotton T-Shirt,MG,380.06,Women,rs-64944823,7
11570,41.07,Tops,Long Sleeve Shirt,Gap,166.92,Women,CA-67691706,4
11571,33.56,Accessories,4 Panel Large Bill Cap,Levi's,104.71,Men,Ro-14914449,4
11572,36.41,Sweaters,Reduced disintermediate benchmark,Nike,135.32,Women,ns-90846833,10
11573,75.46,Pants,Implemented local productivity,Tommy Hilfiger,282.41,Men,XK-65201274,6
11574,69.85,Plus,Decentralized regional portal,H&M,140.09,Men,pj-07624914,6
